"Category","DisplayName","Name","Alias","PrimarySmtpAddress","EmailAddresses","RecipientTypeDetails","AccessType","IsTeam","HiddenFromAddressListsEnabled","RequireSenderAuthenticationEnabled","ManagedBy","WhenCreatedUTC","ExternalDirectoryObjectId","Identity"
"DistributionList","CO-143 Seniors","CO-143 Seniors20230812215932","co-143-seniors","co-143-seniors@cowg.cap.gov","smtp:co-143-seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:co-143-seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 9:59:33 PM","b4c5de68-9068-4149-bc1f-f8a3cac60cd5","CO-143 Seniors20230812215932"
"DistributionList","CO-147 Cadets","CO-147 Cadets20230619214749","co-146-cadets","co-147-cadets@cowg.cap.gov","smtp:co-147-cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:co-147-cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","6/19/2023 9:47:52 PM","994ff2ed-7cd4-4315-9a6d-c5d6772b6278","CO-147 Cadets20230619214749"
"DistributionList","CO-147 Seniors","CO-147 Seniors20230619214829","co-147-seniors","co-147-seniors@cowg.cap.gov","smtp:co-147-seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:co-147-seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","6/19/2023 9:48:32 PM","572a2780-5043-40e1-b572-1404dd1e27a1","CO-147 Seniors20230619214829"
"DistributionList","CO-147 THOMPSON VALLEY COMPOSITE SQDN","CO-147","CO-147","CO-147@cowg.cap.gov","smtp:CO-147@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-147@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:13:35 AM","1bf4675f-6a7b-4081-b951-b8096099b144","CO-147"
"DistributionList","CO-148 Cadets","CO-148 Cadets20230812225107","co-148-cadets","co-148-cadets@cowg.cap.gov","smtp:co-148-cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:co-148-cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 10:51:08 PM","4fb8ea38-3d4e-43c2-af3e-f8728b0b6d26","CO-148 Cadets20230812225107"
"DistributionList","CO-148 MUSTANG CADET SQDN","CO-148","CO-148","CO-148@cowg.cap.gov","smtp:CO-1481061@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-148@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:13:43 AM","e2389e84-34ee-4caf-9ab0-0378114982bc","CO-148"
"DistributionList","CO-148 Seniors","CO-148 Seniors20230812224632","co-148-seniors","co-148-seniors@cowg.cap.gov","smtp:co-148-seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:co-148-seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 10:46:34 PM","a4ab4395-ad0b-4871-b14f-f0ba31ed763c","CO-148 Seniors20230812224632"
"DistributionList","CO-157 Cadets","CO-157 Cadets20230812225439","co-157-cadets","co-157-cadets@cowg.cap.gov","smtp:co-157-cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:co-157-cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 10:54:41 PM","79d32570-8f81-4482-9c52-2fccce3c1f2d","CO-157 Cadets20230812225439"
"DistributionList","CO-157 CASTLE ROCK CADET SQUADRON","CO-157","CO-157","CO-157@cowg.cap.gov","smtp:CO-157@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-157@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:13:51 AM","ef51aaa9-c196-4ef5-a08b-104abd4658d2","CO-157"
"DistributionList","CO-157 Seniors","CO-157 Seniors20230812225558","co-157-seniors","co-157-seniors@cowg.cap.gov","smtp:co-157-seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:co-157-seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 10:55:59 PM","b1fdafbd-ef99-4464-821a-411cc5df175f","CO-157 Seniors20230812225558"
"DistributionList","CO-159 AIR ACADEMY CADET SQUADRON","CO-159","CO-159","CO-159@cowg.cap.gov","smtp:CO-159@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-159@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:13:57 AM","d577ede9-2fe4-4c17-bba8-6b3e87d7265b","CO-159"
"DistributionList","CO-159 Cadets","CO-159 Cadets","CO-159Cadets","CO-159-Cadets@cowg.cap.gov","smtp:CO-159Cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-159-Cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:43:00 PM","94c69176-740f-46bb-a17f-7dbaba337733","CO-159 Cadets"
"DistributionList","CO-159 Seniors","CO-159 Seniors","CO-159Seniors","CO-159-Seniors@cowg.cap.gov","smtp:CO-159Seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-159-Seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:42:20 PM","f844ecde-621b-4cbd-85f9-1e73847b7dec","CO-159 Seniors"
"DistributionList","CO-162 BLACK SHEEP SENIOR SQDN","CO-162","CO-162","CO-162@cowg.cap.gov","smtp:sheepdip@cowg.cap.gov;smtp:CO-162@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-162@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/5/2025 2:18:28 PM","7b790a8b-059e-4156-a19b-21bbfb687815","CO-162"
"DistributionList","CO-162 Seniors","CO-162 Seniors","CO-162Seniors","CO-162-Seniors@cowg.cap.gov","smtp:CO-162Seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-162-Seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:42:22 PM","4e531d03-e6ef-4c50-b6ba-dc367a74fae9","CO-162 Seniors"
"DistributionList","CO-162 UAS Contact","CO-162 UAS Contact","CO-162UASContact","UASContact@COCivilAirPatrol.onmicrosoft.com","SMTP:UASContact@COCivilAirPatrol.onmicrosoft.com","MailUniversalDistributionGroup","","False","False","False","rgreenlee","3/9/2018 12:13:17 PM","1d03207b-311d-4550-818b-48b4eab6626a","CO-162 UAS Contact"
"DistributionList","CO-163 Cadets","CO-163 Cadets20230812231915","co-163-cadets","co-163-cadets@cowg.cap.gov","smtp:co-163-cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:co-163-cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 11:19:17 PM","f2ea000d-4387-43f2-8472-9ae95c4d2efb","CO-163 Cadets20230812231915"
"DistributionList","CO-163 HIGHLANDER COMPOSITE SQUADRON","CO-163","CO-163","CO-163@cowg.cap.gov","smtp:CO-163@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-163@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:14:24 AM","f199ead9-b969-4a45-b86b-a969ac5661c6","CO-163"
"DistributionList","CO-163 Seniors","CO-163 Seniors20251126171544","co-163-seniors","co-163-seniors@cowg.cap.gov","smtp:co-163-seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:co-163-seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","11/26/2025 5:16:01 PM","590dd37f-5ca6-4a95-bcca-788072c40377","CO-163 Seniors20251126171544"
"DistributionList","CO-164 Cadets","CO-164 Cadets","CO-164Cadets","CO-164-Cadets@cowg.cap.gov","smtp:CO-164Cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-164-Cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:43:04 PM","8b2eab95-b53b-470f-826b-17c90184f964","CO-164 Cadets"
"DistributionList","CO-164 Seniors","CO-164 Seniors","CO-164Seniors","CO-164-Seniors@cowg.cap.gov","smtp:CO-164Seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-164-Seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:42:24 PM","3919fa80-a2ee-4917-a6f9-99424904266c","CO-164 Seniors"
"DistributionList","CO-165 Cadets","CO-165 Cadets","CO-165Cadets","CO-165-Cadets@cowg.cap.gov","smtp:CO-165Cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-165-Cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:43:06 PM","f184c020-fe60-4468-962d-70924a463827","CO-165 Cadets"
"DistributionList","CO-165 Seniors","CO-165 Seniors","CO-165Seniors","CO-165-Seniors@cowg.cap.gov","smtp:CO-165Seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-165-Seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:42:26 PM","4e6abc64-0f65-48bd-bc12-934fc0998f85","CO-165 Seniors"
"DistributionList","CO-167 Cadets","CO-167 Cadets","CO-167Cadets","CO-167-Cadets@cowg.cap.gov","smtp:CO-167Cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-167-Cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:43:08 PM","1d18f533-8dae-4a80-9419-0911048131ca","CO-167 Cadets"
"DistributionList","CO-167 GROUP 1 HEADQUARTERS","CO-167","CO-167","CO-167@cowg.cap.gov","smtp:CO-167@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-167@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/5/2025 2:18:43 PM","84ac8ff6-c28c-4aea-9055-4c5e8a30084c","CO-167"
"DistributionList","CO-167 Seniors","CO-167 Seniors","CO-167Seniors","CO-167-Seniors@cowg.cap.gov","smtp:CO-167Seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-167-Seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:42:29 PM","203e7624-5a5a-4afe-9435-b3339edf061b","CO-167 Seniors"
"DistributionList","CO-169 Cadets","CO-169 Cadets","CO-169Cadets","CO-169-Cadets@cowg.cap.gov","smtp:CO-169Cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-169-Cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:43:10 PM","720878d1-4ce0-4e34-b29f-5f3a050283a2","CO-169 Cadets"
"DistributionList","CO-169 GROUP 2 HEADQUARTERS","CO-169","CO-169","CO-169@cowg.cap.gov","smtp:CO-169@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-169@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/5/2025 2:18:48 PM","568f278f-1078-48ce-958d-34434ac80d58","CO-169"
"DistributionList","CO-169 Seniors","CO-169 Seniors","CO-169Seniors","CO-169-Seniors@cowg.cap.gov","smtp:CO-169Seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-169-Seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:42:30 PM","637f5da6-c53b-4e1b-a7a0-e4fd6b985ea8","CO-169 Seniors"
"DistributionList","CO-173 Cadets","CO-173 Cadets20230812232136","co-173-cadets","co-173-cadets@cowg.cap.gov","smtp:co-173-cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:co-173-cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 11:21:37 PM","8211c854-d5f8-4043-bbfa-6947d45ca5f6","CO-173 Cadets20230812232136"
"DistributionList","CO-173 PARKER COMPOSITE SQDN","CO-173","CO-173","CO-173@cowg.cap.gov","smtp:CO-173@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-173@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:14:40 AM","f4d11dce-a1da-438f-b5a3-8beae9fd1b2a","CO-173"
"DistributionList","CO-173 Seniors","CO-173 Seniors20230812232312","co-173-seniors","co-173-seniors@cowg.cap.gov","smtp:co-173-seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:co-173-seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 11:23:14 PM","8f98bbc5-8a55-4edb-a121-add67de391b4","CO-173 Seniors20230812232312"
"DistributionList","CO-181 Cadets","CO-181 Cadets","CO-181Cadets","CO-181-Cadets@cowg.cap.gov","smtp:CO-181Cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-181-Cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:43:12 PM","4d8154de-9b6d-4a4d-9283-1af2eebb8b4e","CO-181 Cadets"
"DistributionList","CO-181 Seniors","CO-181 Seniors","CO-181Seniors","CO-181-Seniors@cowg.cap.gov","smtp:CO-181Seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-181-Seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:42:33 PM","b3496405-c8ae-47b1-abaf-127482bb4d59","CO-181 Seniors"
"DistributionList","CO-181 STEAMBOAT SPRINGS COMPOSITE SQDN","CO-181","CO-181","CO-181@cowg.cap.gov","smtp:CO-1815418@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-181@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:14:50 AM","f8427b6d-ad38-4664-a2cb-89b3f8e1b527","CO-181"
"DistributionList","CO-183 Cadets","CO-183 Cadets20230812232545","co-183-cadets","co-183-cadets@cowg.cap.gov","smtp:co-183-cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:co-183-cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 11:25:47 PM","1110a004-5f55-48a8-9e3d-e1065692bbe2","CO-183 Cadets20230812232545"
"DistributionList","CO-183 Seniors","CO-183 Seniors20230812232810","co-183-seniors","co-183-seniors@cowg.cap.gov","smtp:co-183-seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:co-183-seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 11:28:12 PM","4a092ac9-4926-4698-aee3-1c7399515b4d","CO-183 Seniors20230812232810"
"DistributionList","CO-183 VALKYRIE CADET SQDN","CO-183","CO-183","CO-183@cowg.cap.gov","smtp:CO-183@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-183@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:14:55 AM","6762e380-3838-46a7-9814-89493cfbcb40","CO-183"
"DistributionList","CO-186 Cadets","CO-186 Cadets20230812232957","co-186-cadets","co-186-cadets@cowg.cap.gov","smtp:co-186-cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:co-186-cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 11:29:59 PM","1e3e00ed-b57a-4475-b39a-f9017369f2f5","CO-186 Cadets20230812232957"
"DistributionList","CO-186 DAKOTA RIDGE COMPOSITE SQDN","CO-186","CO-186","CO-186@cowg.cap.gov","smtp:CO-186@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-186@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:15:03 AM","744f02d5-0aa6-49f9-a6d1-0a03310b1e79","CO-186"
"DistributionList","CO-186 Seniors","CO-186 Seniors20230812233113","co-186-seniors","co-186-seniors@cowg.cap.gov","smtp:co-186-seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:co-186-seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 11:31:15 PM","a08de210-bbc3-43a6-96d9-7c92741d3b17","CO-186 Seniors20230812233113"
"DistributionList","CO-189 MESA VERDE COMPOSITE SQUADRON","CO-189","CO-189","CO-189@cowg.cap.gov","smtp:CO-189@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-189@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:15:07 AM","dc81306e-fdcb-44c1-ae2f-af1406e5949a","CO-189"
"DistributionList","CO-189 Seniors","CO-189 Seniors","CO-189Seniors","CO-189-Seniors@cowg.cap.gov","smtp:CO-189Seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-189-Seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:42:35 PM","fa04bf3f-6791-4044-a67d-c52be83c91d8","CO-189 Seniors"
"DistributionList","CO-191 Cadets","CO-191 Cadets","CO-191Cadets","CO-191-Cadets@cowg.cap.gov","smtp:CO-191Cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-191-Cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:43:16 PM","42645c2c-d066-456d-bc4e-84b46d654be6","CO-191 Cadets"
"DistributionList","CO-191 PLATTE VALLEY CADET SQUADRON","CO-191","CO-191","CO-191@cowg.cap.gov","smtp:CO-191@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-191@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/5/2025 2:18:56 PM","f71d5807-7484-4df7-8683-9c31eaf6a40a","CO-191"
"DistributionList","CO-191 Seniors","CO-191 Seniors","CO-191Seniors","CO-191-Seniors@cowg.cap.gov","smtp:CO-191Seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-191-Seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:42:37 PM","5cc42158-eac7-46ad-af2d-909c7d2bb8c1","CO-191 Seniors"
"DistributionList","CO-805 Cadets","CO-805 Cadets","CO-805Cadets","CO-805-Cadets@cowg.cap.gov","smtp:CO-805Cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-805-Cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:43:18 PM","d33c678d-282d-44c8-aa14-341694c77844","CO-805 Cadets"
"DistributionList","CO-805 COLORADO MILITARY ACADEMY CADET SQUADRON","CO-805","CO-805","CO-805@cowg.cap.gov","smtp:CO-805@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-805@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:15:14 AM","69b0aaa3-23ef-4b1b-834c-a9edf5cc1d2a","CO-805"
"DistributionList","CO-805 Seniors","CO-805 Seniors","CO-805Seniors","CO-805-Seniors@cowg.cap.gov","smtp:CO-805Seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-805-Seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:42:39 PM","6ade12b7-56c5-4179-9bed-359da21409f7","CO-805 Seniors"
"DistributionList","CO-807 Cadets","CO-807 Cadets","CO-807Cadets","CO-807-Cadets@cowg.cap.gov","smtp:CO-807Cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-807-Cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:43:20 PM","adf42aaa-3e91-4a52-af96-55bce2be8a1b","CO-807 Cadets"
"DistributionList","CO-807 MERIT ACADEMY CADET SQUADRON","CO-807","CO-807","CO-807@cowg.cap.gov","smtp:CO-8078688@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-807@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","7/9/2025 4:15:26 AM","7221c1b7-f41e-4329-8fc3-b366696805d7","CO-807"
"DistributionList","CO-807 Seniors","CO-807 Seniors","CO-807Seniors","CO-807-Seniors@cowg.cap.gov","smtp:CO-807Seniors@COCivilAirPatrol.onmicrosoft.com;SMTP:CO-807-Seniors@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/17/2025 4:42:41 PM","8d282066-2ed9-46d3-8325-f8ca305a230b","CO-807 Seniors"
"DistributionList","Command","Command","Command","Command@cowg.cap.gov","smtp:Command@COCivilAirPatrol.onmicrosoft.com;SMTP:Command@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/4/2025 9:39:09 PM","3d19ac15-6760-478d-ba49-ff67b4d83ff7","Command"
"DistributionList","Commanders","COWG Commanders","Commanders","Commanders@cowg.cap.gov","smtp:Commanders@COCivilAirPatrol.onmicrosoft.com;SMTP:Commanders@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","False","rgreenlee;robyusko","2/23/2020 4:41:55 PM","581483cf-353b-4e45-8cdd-e0d583a6a0f0","COWG Commanders"
"DistributionList","Communications","Communications","Communications","Communications@cowg.cap.gov","smtp:Communications@COCivilAirPatrol.onmicrosoft.com;SMTP:Communications@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/4/2025 9:41:10 PM","f5a85444-f809-430f-a677-0282d72a871f","Communications"
"DistributionList","Communicators","Communicators20250503142451","Communicators","Communicators@cowg.cap.gov","smtp:Communicators@COCivilAirPatrol.onmicrosoft.com;SMTP:Communicators@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte;Mark.Sheets","5/3/2025 2:24:52 PM","587462d0-f1c4-4b3f-b0ea-c55b300bd227","Communicators20250503142451"
"DistributionList","COWG SAREX ICP Staff","COWG SAREX ICP Staff20190821233349","cowgsarexicpstaff","cowgsarexicpstaff@COCivilAirPatrol.onmicrosoft.com","SMTP:cowgsarexicpstaff@COCivilAirPatrol.onmicrosoft.com","MailUniversalDistributionGroup","","False","False","False","robyusko","8/21/2019 11:33:51 PM","38bd68a7-8dc5-494b-bea1-aee0ca89e049","COWG SAREX ICP Staff20190821233349"
"DistributionList","COWG SAREX Injects","COWG SAREX Injects20190821212350","cowgsarexinjects","cowgsarexinjects@COCivilAirPatrol.onmicrosoft.com","SMTP:cowgsarexinjects@COCivilAirPatrol.onmicrosoft.com","MailUniversalDistributionGroup","","False","False","False","robyusko","8/21/2019 9:23:53 PM","eb24b989-ffa2-4467-a2b1-4b37c7b2156d","COWG SAREX Injects20190821212350"
"DistributionList","Drug Demand Reduction","Drug Demand Reduction","DrugDemandReduction","DrugDemandReduction@cowg.cap.gov","smtp:DrugDemandReduction@COCivilAirPatrol.onmicrosoft.com;SMTP:DrugDemandReduction@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/4/2025 9:43:01 PM","dc1d7806-18a9-4155-947a-974fdffdd884","Drug Demand Reduction"
"DistributionList","Emergency Services","Emergency Services","EmergencyServices","EmergencyServices@cowg.cap.gov","smtp:EmergencyServices@COCivilAirPatrol.onmicrosoft.com;SMTP:EmergencyServices@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/4/2025 9:43:11 PM","52f1330a-67e2-4208-9474-88f235b5337b","Emergency Services"
"DistributionList","ESList","ESList20250503134218","ESList","ESList@cowg.cap.gov","smtp:ESList@COCivilAirPatrol.onmicrosoft.com;SMTP:ESList@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte;Sanjay.Tyagi;robyusko","5/3/2025 1:42:19 PM","e672e0cd-892a-481e-acc2-20f9f704955e","ESList20250503134218"
"DistributionList","Finance","Finance","Finance","Finance@cowg.cap.gov","smtp:Finance@COCivilAirPatrol.onmicrosoft.com;SMTP:Finance@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:24:09 AM","81c845e8-64ce-4f38-b826-6f6e973acef6","Finance"
"DistributionList","Flight Operations","Flight Operations","FlightOperations","FlightOperations@cowg.cap.gov","smtp:FlightOperations@COCivilAirPatrol.onmicrosoft.com;SMTP:FlightOperations@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:27:19 AM","beb8014a-8fd3-4b3d-aee8-48e088250daa","Flight Operations"
"DistributionList","Group 1 - Northern Colorado","Group 1 - Northern Colorado","group1","group1@cowg.cap.gov","smtp:group1@COCivilAirPatrol.onmicrosoft.com;SMTP:group1@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","","7/8/2026 8:03:38 PM","8cc861d5-bd78-4028-82f0-c613aa990011","Group 1 - Northern Colorado"
"DistributionList","Group 2 - Western Slope","Group 2 - Western Slope","group2","group2@cowg.cap.gov","smtp:group2@COCivilAirPatrol.onmicrosoft.com;SMTP:group2@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","","7/8/2026 9:03:25 PM","5dd43858-49ed-4fd6-9833-53da64c73c18","Group 2 - Western Slope"
"DistributionList","Group 3 - Southern Colorado","Group 3 - Southern Colorado","group3","group3@cowg.cap.gov","smtp:group3@COCivilAirPatrol.onmicrosoft.com;SMTP:group3@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","","7/8/2026 8:17:38 PM","0f00cb41-8640-43df-9888-d98146d932a8","Group 3 - Southern Colorado"
"DistributionList","Group 4 - Central Colorado","Group 4 - Central Colorado","group4","group4@cowg.cap.gov","smtp:group4@COCivilAirPatrol.onmicrosoft.com;SMTP:group4@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","","7/8/2026 8:19:42 PM","a86cb3e3-68e7-4014-a2bc-1473de2c80ff","Group 4 - Central Colorado"
"DistributionList","Group 4 Cadets","Group 4 Cadets20230812220659","gp4-cadets","gp4-cadets@cowg.cap.gov","smtp:gp4-cadets@COCivilAirPatrol.onmicrosoft.com;SMTP:gp4-cadets@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko","8/12/2023 10:07:01 PM","a40204fe-b84a-4bdb-aad7-9cdb4cc6cab9","Group 4 Cadets20230812220659"
"DistributionList","Group 4 Emergency Services Officers","Group 4 Emergency Services Officers20251216032831","GP4-ESOfficers","GP4-ESOfficers@cowg.cap.gov","smtp:GP4-ESOfficers@COCivilAirPatrol.onmicrosoft.com;SMTP:GP4-ESOfficers@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","12/16/2025 3:28:49 AM","5c66e05a-a013-4244-92a8-8d5cf57fc42c","Group 4 Emergency Services Officers20251216032831"
"DistributionList","Health Services","Health Services","HealthServices","HealthServices@cowg.cap.gov","smtp:HealthServices@COCivilAirPatrol.onmicrosoft.com;SMTP:HealthServices@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:27:38 AM","2534572c-d28b-4d34-a457-362d0d91ddac","Health Services"
"DistributionList","Highlander Leadership","Highlander Leadership20250330025537","highlander","highlander@cowg.cap.gov","smtp:highlander@COCivilAirPatrol.onmicrosoft.com;SMTP:highlander@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","False","Mark.Borchelt;eec632e0-3f5c-4bcd-8c73-b8af0dde36b8;Tamara.Clements","3/30/2025 2:55:43 AM","b4f76f98-62c4-427c-8062-64dfe7173752","Highlander Leadership20250330025537"
"DistributionList","Historian","Historian","Historian","Historian@cowg.cap.gov","smtp:Historian@COCivilAirPatrol.onmicrosoft.com;SMTP:Historian@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:28:04 AM","d67d9f81-9ee6-47b9-ab97-7200ab0b5e59","Historian"
